Timestamp,State,Trial Number,Delay,Distance,Direction,P_x,P_y,P_z,O_x,O_y,O_z,O_w
1731300061.9194293,baseline,9,0,0.06,diag,-1.4750007748603822,6.496906280517578e-06,0.7499866262078285,0.6136230826377869,-0.33359917998313904,-0.35431429743766785,0.6218035817146301
1731300061.9297435,baseline,9,0,0.06,diag,-1.4750078082084657,-5.3942203521728516e-06,0.7499572765082121,0.6136232018470764,-0.3335960805416107,-0.35431721806526184,0.6218034029006958
1731300061.940098,baseline,9,0,0.06,diag,-1.4749991059303285,-1.9282102584838867e-05,0.7499905442818999,0.613609790802002,-0.3335970938205719,-0.35431626439094543,0.6218166351318359
1731300061.960672,baseline,9,0,0.06,diag,-1.474996066093445,3.0547380447387695e-05,0.75001738127321,0.6136063933372498,-0.3336014747619629,-0.35431215167045593,0.6218200325965881
1731300061.9710145,baseline,9,0,0.06,diag,-1.4750002384185792,-1.2695789337158203e-05,0.7500010952353477,0.6136109828948975,-0.33359459042549133,-0.354318767786026,0.6218154430389404
1731300061.981462,baseline,9,0,0.06,diag,-1.4749993443489076,1.940131187438965e-05,0.7500029793009162,0.6136027574539185,-0.3335919678211212,-0.3543212115764618,0.6218235492706299
1731300061.9917705,baseline,9,0,0.06,diag,-1.4750036358833314,1.5556812286376953e-05,0.7500118166208267,0.6135897040367126,-0.3335658609867096,-0.35434630513191223,0.6218360662460327
1731300062.0020857,baseline,9,0,0.06,diag,-1.4750004768371583,-1.6421079635620117e-05,0.7499859584495425,0.6135762333869934,-0.3335660398006439,-0.35434603691101074,0.6218494176864624
1731300062.01238,baseline,9,0,0.06,diag,-1.4749999403953553,-2.2172927856445312e-05,0.7500363066792488,0.6135755777359009,-0.3335624039173126,-0.35434961318969727,0.6218501329421997
1731300062.022724,baseline,9,0,0.06,diag,-1.4750123381614686,-2.175569534301758e-06,0.7499863086268306,0.6135813593864441,-0.333562970161438,-0.35434913635253906,0.6218443512916565
1731300062.0330749,baseline,9,0,0.06,diag,-1.4749929666519166,-8.463859558105469e-06,0.7500226013362408,0.613582968711853,-0.33356210589408875,-0.3543500006198883,0.6218426823616028
1731300062.0536592,baseline,9,0,0.06,diag,-1.4750086426734925,-7.748603820800781e-07,0.7499723006039858,0.6136094331741333,-0.33342060446739197,-0.35448652505874634,0.6218146085739136
1731300062.0640163,baseline,9,0,0.06,diag,-1.4749998807907105,7.3909759521484375e-06,0.7500086762011051,0.6135980486869812,-0.33341503143310547,-0.3544919788837433,0.6218257546424866
1731300062.0743828,baseline,9,0,0.06,diag,-1.475001907348633,-3.355741500854492e-05,0.7499727215617895,0.6135402917861938,-0.333491712808609,-0.35441794991493225,0.6218838095664978
1731300062.0849066,baseline,9,0,0.06,diag,-1.4750128149986268,7.569789886474609e-06,0.7499826308339834,0.6135658621788025,-0.3335091769695282,-0.354401171207428,0.6218587160110474
1731300062.1055038,baseline,9,0,0.06,diag,-1.4749895691871644,1.3589859008789062e-05,0.750024282373488,0.6134825348854065,-0.3335762321949005,-0.35433635115623474,0.621941864490509
1731300062.115858,baseline,9,0,0.06,diag,-1.4750124573707581,2.6464462280273438e-05,0.7499723462387919,0.6134817600250244,-0.33359989523887634,-0.3543137311935425,0.6219428181648254
1731300062.126283,baseline,9,0,0.06,diag,-1.4749853372573853,-3.635883331298828e-06,0.749999220483005,0.613490879535675,-0.33360227942466736,-0.3543115556240082,0.6219338774681091
1731300062.1366909,baseline,9,0,0.06,diag,-1.4749960064888001,-3.9637088775634766e-06,0.7500055348500609,0.6134963631629944,-0.3336125612258911,-0.3543018102645874,0.6219284534454346
1731300062.1470852,baseline,9,0,0.06,diag,-1.4750007152557374,-2.0116567611694336e-05,0.7500339401885867,0.6134786009788513,-0.3336215019226074,-0.35429325699806213,0.6219461560249329
1731300062.157462,baseline,9,0,0.06,diag,-1.4749804496765138,-7.867813110351562e-06,0.75003666523844,0.6134752631187439,-0.33363041281700134,-0.35428473353385925,0.6219495534896851
1731300062.1677778,baseline,9,0,0.06,diag,-1.4749996423721314,9.298324584960938e-06,0.7499736379832029,0.6134713888168335,-0.3336348831653595,-0.3542805016040802,0.6219532489776611
1731300062.178077,baseline,9,0,0.06,diag,-1.4749942779541017,1.4483928680419922e-05,0.7500015571713448,0.6134762763977051,-0.3336344063282013,-0.35428112745285034,0.6219484806060791
1731300062.1885395,baseline,9,0,0.06,diag,-1.4750079274177552,-3.11434268951416e-05,0.7499839197844267,0.6134818196296692,-0.33363428711891174,-0.35428112745285034,0.6219429969787598
